acRate,difficulty,frontendQuestionId,isFavor,paidOnly,title,titleSlug,hasSolution,hasVideoSolution,topicTags
51.250161628057946,Easy,1,False,False,Two Sum,two-sum,True,True,"Array, Hash Table"
41.73038729852383,Medium,2,False,False,Add Two Numbers,add-two-numbers,True,True,"Linked List, Math, Recursion"
34.22923880351817,Medium,3,False,False,Longest Substring Without Repeating Characters,longest-substring-without-repeating-characters,True,True,"Hash Table, String, Sliding Window"
38.62538997220599,Hard,4,False,False,Median of Two Sorted Arrays,median-of-two-sorted-arrays,True,False,"Array, Binary Search, Divide and Conquer"
33.354617108472404,Medium,5,False,False,Longest Palindromic Substring,longest-palindromic-substring,True,True,"String, Dynamic Programming"
46.58433418119854,Medium,6,False,False,Zigzag Conversion,zigzag-conversion,True,True,String
28.080148636499853,Medium,7,False,False,Reverse Integer,reverse-integer,True,True,Math
16.88830141582999,Medium,8,False,False,String to Integer (atoi),string-to-integer-atoi,True,False,String
55.00654322590409,Easy,9,False,False,Palindrome Number,palindrome-number,True,True,Math
27.92195889425941,Hard,10,False,False,Regular Expression Matching,regular-expression-matching,True,False,"String, Dynamic Programming, Recursion"
54.428865199682896,Medium,11,False,False,Container With Most Water,container-with-most-water,True,True,"Array, Two Pointers, Greedy"
63.65669932069681,Medium,12,False,False,Integer to Roman,integer-to-roman,True,True,"Hash Table, Math, String"
60.01221781387199,Easy,13,False,False,Roman to Integer,roman-to-integer,True,True,"Hash Table, Math, String"
41.91553516192775,Easy,14,False,False,Longest Common Prefix,longest-common-prefix,True,True,"String, Trie"
33.72947219271043,Medium,15,False,False,3Sum,3sum,True,True,"Array, Two Pointers, Sorting"
45.55910635866999,Medium,16,False,False,3Sum Closest,3sum-closest,True,True,"Array, Two Pointers, Sorting"
59.226727112659546,Medium,17,False,False,Letter Combinations of a Phone Number,letter-combinations-of-a-phone-number,True,False,"Hash Table, String, Backtracking"
35.900080403080736,Medium,18,False,False,4Sum,4sum,True,False,"Array, Two Pointers, Sorting"
43.210485140812885,Medium,19,False,False,Remove Nth Node From End of List,remove-nth-node-from-end-of-list,True,True,"Linked List, Two Pointers"
40.2640951120749,Easy,20,False,False,Valid Parentheses,valid-parentheses,True,True,"String, Stack"
63.51243067530845,Easy,21,False,False,Merge Two Sorted Lists,merge-two-sorted-lists,True,True,"Linked List, Recursion"
73.76206490012333,Medium,22,False,False,Generate Parentheses,generate-parentheses,True,True,"String, Dynamic Programming, Backtracking"
51.49486573278579,Hard,23,False,False,Merge k Sorted Lists,merge-k-sorted-lists,True,True,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort"
63.47381851792316,Medium,24,False,False,Swap Nodes in Pairs,swap-nodes-in-pairs,True,False,"Linked List, Recursion"
57.252323653686275,Hard,25,False,False,Reverse Nodes in k-Group,reverse-nodes-in-k-group,True,False,"Linked List, Recursion"
53.93560857785688,Easy,26,False,False,Remove Duplicates from Sorted Array,remove-duplicates-from-sorted-array,True,False,"Array, Two Pointers"
55.31629785067099,Easy,27,False,False,Remove Element,remove-element,True,True,"Array, Two Pointers"
41.1306705845201,Easy,28,False,False,Find the Index of the First Occurrence in a String,find-the-index-of-the-first-occurrence-in-a-string,True,True,"Two Pointers, String, String Matching"
17.15621776504298,Medium,29,False,False,Divide Two Integers,divide-two-integers,True,False,"Math, Bit Manipulation"
31.724535531499065,Hard,30,False,False,Substring with Concatenation of All Words,substring-with-concatenation-of-all-words,True,True,"Hash Table, String, Sliding Window"
38.94996028337127,Medium,31,False,False,Next Permutation,next-permutation,True,True,"Array, Two Pointers"
33.44506948633046,Hard,32,False,False,Longest Valid Parentheses,longest-valid-parentheses,True,False,"String, Dynamic Programming, Stack"
40.19264640622143,Medium,33,False,False,Search in Rotated Sorted Array,search-in-rotated-sorted-array,True,False,"Array, Binary Search"
43.60354241661925,Medium,34,False,False,Find First and Last Position of Element in Sorted Array,find-first-and-last-position-of-element-in-sorted-array,True,False,"Array, Binary Search"
44.876341960594864,Easy,35,False,False,Search Insert Position,search-insert-position,True,True,"Array, Binary Search"
58.944379043357955,Medium,36,False,False,Valid Sudoku,valid-sudoku,True,False,"Array, Hash Table, Matrix"
59.728676573424586,Hard,37,False,False,Sudoku Solver,sudoku-solver,True,False,"Array, Hash Table, Backtracking, Matrix"
53.80409056037087,Medium,38,False,False,Count and Say,count-and-say,True,False,String
70.4369891709249,Medium,39,False,False,Combination Sum,combination-sum,True,True,"Array, Backtracking"
53.93621080287689,Medium,40,False,False,Combination Sum II,combination-sum-ii,True,False,"Array, Backtracking"
37.41755399200562,Hard,41,False,False,First Missing Positive,first-missing-positive,True,False,"Array, Hash Table"
60.27261438739541,Hard,42,False,False,Trapping Rain Water,trapping-rain-water,True,False,"Array, Two Pointers, Dynamic Programming, Stack, Monotonic Stack"
39.71512109886064,Medium,43,False,False,Multiply Strings,multiply-strings,True,False,"Math, String, Simulation"
27.38849380171653,Hard,44,False,False,Wildcard Matching,wildcard-matching,True,False,"String, Dynamic Programming, Greedy, Recursion"
40.22437445928789,Medium,45,False,False,Jump Game II,jump-game-ii,True,False,"Array, Dynamic Programming, Greedy"
77.57387969875792,Medium,46,False,False,Permutations,permutations,True,False,"Array, Backtracking"
58.37015078334349,Medium,47,False,False,Permutations II,permutations-ii,True,False,"Array, Backtracking"
73.14161965426628,Medium,48,False,False,Rotate Image,rotate-image,True,False,"Array, Math, Matrix"
67.27187499736537,Medium,49,False,False,Group Anagrams,group-anagrams,True,True,"Array, Hash Table, String, Sorting"
34.19277686435428,Medium,50,False,False,"Pow(x, n)",powx-n,True,False,"Math, Recursion"
66.81593837529162,Hard,51,False,False,N-Queens,n-queens,True,False,"Array, Backtracking"
72.96833017662864,Hard,52,False,False,N-Queens II,n-queens-ii,True,False,Backtracking
50.473268677457675,Medium,53,False,False,Maximum Subarray,maximum-subarray,True,True,"Array, Divide and Conquer, Dynamic Programming"
48.17674236208541,Medium,54,False,False,Spiral Matrix,spiral-matrix,True,False,"Array, Matrix, Simulation"
38.569369000669695,Medium,55,False,False,Jump Game,jump-game,True,False,"Array, Dynamic Programming, Greedy"
46.7718320070391,Medium,56,False,False,Merge Intervals,merge-intervals,True,True,"Array, Sorting"
39.64211752523945,Medium,57,False,False,Insert Interval,insert-interval,True,False,Array
47.46696356449856,Easy,58,False,False,Length of Last Word,length-of-last-word,True,False,String
70.42281658671223,Medium,59,False,False,Spiral Matrix II,spiral-matrix-ii,True,False,"Array, Matrix, Simulation"
45.9131790639299,Hard,60,False,False,Permutation Sequence,permutation-sequence,True,False,"Math, Recursion"
37.064558581420464,Medium,61,False,False,Rotate List,rotate-list,True,False,"Linked List, Two Pointers"
63.862133591117676,Medium,62,False,False,Unique Paths,unique-paths,True,False,"Math, Dynamic Programming, Combinatorics"
41.13136158805237,Medium,63,False,False,Unique Paths II,unique-paths-ii,True,False,"Array, Dynamic Programming, Matrix"
63.17114108881393,Medium,64,False,False,Minimum Path Sum,minimum-path-sum,True,False,"Array, Dynamic Programming, Matrix"
19.1605581036916,Hard,65,False,False,Valid Number,valid-number,True,False,String
44.53466183477547,Easy,66,False,False,Plus One,plus-one,True,False,"Array, Math"
52.93758997851368,Easy,67,False,False,Add Binary,add-binary,True,False,"Math, String, Bit Manipulation, Simulation"
41.89540338659971,Hard,68,False,False,Text Justification,text-justification,True,False,"Array, String, Simulation"
38.19130505936407,Easy,69,False,False,Sqrt(x),sqrtx,True,True,"Math, Binary Search"
52.25191232912161,Easy,70,False,False,Climbing Stairs,climbing-stairs,True,False,"Math, Dynamic Programming, Memoization"
41.34511964090931,Medium,71,False,False,Simplify Path,simplify-path,True,True,"String, Stack"
55.73070892303388,Medium,72,False,False,Edit Distance,edit-distance,True,False,"String, Dynamic Programming"
54.1526939934687,Medium,73,False,False,Set Matrix Zeroes,set-matrix-zeroes,True,False,"Array, Hash Table, Matrix"
49.474102974798775,Medium,74,False,False,Search a 2D Matrix,search-a-2d-matrix,True,False,"Array, Binary Search, Matrix"
60.95533433442718,Medium,75,False,False,Sort Colors,sort-colors,True,False,"Array, Two Pointers, Sorting"
